trip_id,driver_id,pickup_datetime,dropoff_datetime,pickup_area,dropoff_area,distance_km,duration_minutes,fare_bdt,surge_multiplier,vehicle_type,traffic_level,rider_rating,payment_method,cancelled,cancellation_reason,year,month,day_of_week,hour,date,is_weekend,is_peak_hour,is_monsoon,is_surge,speed_kmh,revenue_per_km,trip_revenue,Routee,Start of Month
TRIP_100655,DRV_4959,3/29/2022 22:51,3/29/2022 23:06,Dhanmondi 27,Mohammadpur,4.82,15,0,1,Moto,High,5,Mobile Money,1,User cancelled,2022,March,Tuesday,22,3/29/2022,FALSE,FALSE,FALSE,FALSE,19.28,0,0,Dhanmondi 27 → Mohammadpur,3/1/2022 0:00
TRIP_110793,DRV_1088,4/4/2022 16:49,4/4/2022 17:20,Uttara Sec 11,Khilgaon,19.8,31,0,1,Moto,Low,5,Wallet,1,User cancelled,2022,April,Monday,16,4/4/2022,FALSE,FALSE,FALSE,FALSE,38.32258065,0,0,Uttara Sec 11 → Khilgaon,4/1/2022 0:00
TRIP_102743,DRV_4883,4/21/2022 22:56,4/21/2022 23:45,Badda Link Road,Gulshan 1,15.2,49,0,1,Moto,High,5,Cash,1,User cancelled,2022,April,Thursday,22,4/21/2022,FALSE,FALSE,FALSE,FALSE,18.6122449,0,0,Badda Link Road → Gulshan 1,4/1/2022 0:00
TRIP_102760,DRV_3965,5/2/2022 18:31,5/2/2022 19:33,Baridhara,Uttara Sec 4,19.19,62,0,1,Moto,High,5,Mobile Money,1,User cancelled,2022,May,Monday,18,5/2/2022,FALSE,TRUE,FALSE,FALSE,18.57096774,0,0,Baridhara → Uttara Sec 4,5/1/2022 0:00
TRIP_114272,DRV_2336,6/10/2022 22:57,6/10/2022 23:57,Mohakhali,Baridhara,14.64,60,0,1,Moto,High,5,Mobile Money,1,User cancelled,2022,June,Friday,22,6/10/2022,TRUE,FALSE,TRUE,FALSE,14.64,0,0,Mohakhali → Baridhara,6/1/2022 0:00
TRIP_107381,DRV_4017,6/14/2022 16:49,6/14/2022 17:03,Baridhara,Mohakhali,7.24,14,0,1,Moto,Low,5,Mobile Money,1,User cancelled,2022,June,Tuesday,16,6/14/2022,FALSE,FALSE,TRUE,FALSE,31.02857143,0,0,Baridhara → Mohakhali,6/1/2022 0:00
TRIP_106653,DRV_1422,6/20/2022 23:27,6/21/2022 1:12,Bashundhara R/A,Badda Link Road,15.08,105,0,1,Moto,Gridlock,5,Cash,1,User cancelled,2022,June,Monday,23,6/20/2022,FALSE,FALSE,TRUE,FALSE,8.617142857,0,0,Bashundhara R/A → Badda Link Road,6/1/2022 0:00
TRIP_113685,DRV_3436,6/21/2022 6:43,6/21/2022 8:12,Gulshan 1,Khilgaon,21.66,89,0,1,Moto,High,5,Mobile Money,1,User cancelled,2022,June,Tuesday,6,6/21/2022,FALSE,FALSE,TRUE,FALSE,14.60224719,0,0,Gulshan 1 → Khilgaon,6/1/2022 0:00
TRIP_101820,DRV_4500,7/29/2022 19:06,7/29/2022 19:29,Rampura,Mirpur DOHS,3.22,23,0,1,Moto,Gridlock,5,Cash,1,User cancelled,2022,July,Friday,19,7/29/2022,TRUE,TRUE,TRUE,FALSE,8.4,0,0,Rampura → Mirpur DOHS,7/1/2022 0:00
TRIP_113566,DRV_2517,8/27/2022 8:53,8/27/2022 9:45,Rampura,Banani,7.47,52,0,1,Moto,Gridlock,5,Mobile Money,1,User cancelled,2022,August,Saturday,8,8/27/2022,TRUE,TRUE,TRUE,FALSE,8.619230769,0,0,Rampura → Banani,8/1/2022 0:00
TRIP_102174,DRV_1613,8/28/2022 18:17,8/28/2022 18:48,Uttara Sec 4,Baridhara,15.31,31,0,1,Moto,Low,5,Card,1,User cancelled,2022,August,Sunday,18,8/28/2022,FALSE,TRUE,TRUE,FALSE,29.63225806,0,0,Uttara Sec 4 → Baridhara,8/1/2022 0:00
TRIP_110563,DRV_3671,9/2/2022 23:55,9/3/2022 0:30,Bashundhara R/A,Badda Link Road,17.67,35,0,1,Moto,Low,5,Card,1,User cancelled,2022,September,Friday,23,9/2/2022,TRUE,FALSE,TRUE,FALSE,30.29142857,0,0,Bashundhara R/A → Badda Link Road,9/1/2022 0:00
TRIP_100151,DRV_1823,9/13/2022 20:15,9/13/2022 21:28,Moghbazar,Gulshan 1,17.74,73,0,1,Moto,High,5,Card,1,User cancelled,2022,September,Tuesday,20,9/13/2022,FALSE,TRUE,TRUE,FALSE,14.58082192,0,0,Moghbazar → Gulshan 1,9/1/2022 0:00
TRIP_101276,DRV_3297,9/16/2022 17:50,9/16/2022 18:37,Tejgaon,Mohammadpur,14,47,0,1,Moto,Medium,5,Cash,1,User cancelled,2022,September,Friday,17,9/16/2022,TRUE,TRUE,TRUE,FALSE,17.87234043,0,0,Tejgaon → Mohammadpur,9/1/2022 0:00
TRIP_108435,DRV_2182,9/22/2022 21:36,9/22/2022 22:29,Gulshan 2,Rampura,7.54,53,0,1,Moto,Gridlock,5,Card,1,User cancelled,2022,September,Thursday,21,9/22/2022,FALSE,TRUE,TRUE,FALSE,8.535849057,0,0,Gulshan 2 → Rampura,9/1/2022 0:00
TRIP_103171,DRV_4189,10/9/2022 1:15,10/9/2022 1:26,Dhanmondi 27,Mirpur DOHS,7.28,11,0,1,Moto,Low,5,Mobile Money,1,User cancelled,2022,October,Sunday,1,10/9/2022,FALSE,FALSE,FALSE,FALSE,39.70909091,0,0,Dhanmondi 27 → Mirpur DOHS,10/1/2022 0:00
TRIP_106644,DRV_4759,10/18/2022 13:00,10/18/2022 13:53,Dhanmondi 32,Rampura,16.39,53,0,1,Moto,High,5,Mobile Money,1,User cancelled,2022,October,Tuesday,13,10/18/2022,FALSE,FALSE,FALSE,FALSE,18.55471698,0,0,Dhanmondi 32 → Rampura,10/1/2022 0:00
TRIP_103522,DRV_3299,10/19/2022 14:09,10/19/2022 14:36,Uttara Sec 4,Mohammadpur,17.06,27,0,1,Moto,Low,5,Mobile Money,1,User cancelled,2022,October,Wednesday,14,10/19/2022,FALSE,FALSE,FALSE,FALSE,37.91111111,0,0,Uttara Sec 4 → Mohammadpur,10/1/2022 0:00
TRIP_103120,DRV_4533,10/22/2022 7:43,10/22/2022 8:36,Baridhara,Tejgaon,16.66,53,0,1,Moto,High,5,Cash,1,User cancelled,2022,October,Saturday,7,10/22/2022,TRUE,TRUE,FALSE,FALSE,18.86037736,0,0,Baridhara → Tejgaon,10/1/2022 0:00
TRIP_111131,DRV_4482,11/12/2022 18:03,11/12/2022 19:00,Mirpur 12,Khilgaon,17.84,57,0,1,Moto,High,5,Cash,1,User cancelled,2022,November,Saturday,18,11/12/2022,TRUE,TRUE,FALSE,FALSE,18.77894737,0,0,Mirpur 12 → Khilgaon,11/1/2022 0:00
TRIP_113432,DRV_4315,11/15/2022 16:59,11/15/2022 17:51,Mirpur 10,Dhanmondi 27,16.3,52,0,1,Moto,High,5,Card,1,User cancelled,2022,November,Tuesday,16,11/15/2022,FALSE,FALSE,FALSE,FALSE,18.80769231,0,0,Mirpur 10 → Dhanmondi 27,11/1/2022 0:00
TRIP_113688,DRV_1569,11/15/2022 17:14,11/15/2022 17:52,Eskaton,Gulshan 2,11.9,38,0,1,Moto,High,5,Cash,1,User cancelled,2022,November,Tuesday,17,11/15/2022,FALSE,TRUE,FALSE,FALSE,18.78947368,0,0,Eskaton → Gulshan 2,11/1/2022 0:00
TRIP_102942,DRV_4219,11/22/2022 18:30,11/22/2022 18:47,Mohakhali,Gulshan 2,5.36,17,0,1,Moto,High,5,Mobile Money,1,User cancelled,2022,November,Tuesday,18,11/22/2022,FALSE,TRUE,FALSE,FALSE,18.91764706,0,0,Mohakhali → Gulshan 2,11/1/2022 0:00
TRIP_114378,DRV_3836,12/1/2022 15:47,12/1/2022 16:45,Uttara Sec 4,Dhanmondi 32,18.17,58,0,1,Moto,High,5,Mobile Money,1,User cancelled,2022,December,Thursday,15,12/1/2022,FALSE,FALSE,FALSE,FALSE,18.79655172,0,0,Uttara Sec 4 → Dhanmondi 32,12/1/2022 0:00
TRIP_104777,DRV_3757,12/5/2022 21:42,12/5/2022 22:29,Mirpur 12,Motijheel,17.92,47,0,1,Moto,Medium,5,Mobile Money,1,User cancelled,2022,December,Monday,21,12/5/2022,FALSE,TRUE,FALSE,FALSE,22.87659574,0,0,Mirpur 12 → Motijheel,12/1/2022 0:00
TRIP_108280,DRV_4815,1/5/2023 16:30,1/5/2023 17:00,Gulshan 2,Badda Link Road,10.85,30,0,1,Moto,Medium,5,Wallet,1,User cancelled,2023,January,Thursday,16,1/5/2023,FALSE,FALSE,FALSE,FALSE,21.7,0,0,Gulshan 2 → Badda Link Road,1/1/2023 0:00
TRIP_100133,DRV_1343,1/7/2023 20:17,1/7/2023 21:30,Motijheel,Rampura,21.57,73,0,1,Moto,High,5,Cash,1,User cancelled,2023,January,Saturday,20,1/7/2023,TRUE,TRUE,FALSE,FALSE,17.72876712,0,0,Motijheel → Rampura,1/1/2023 0:00
TRIP_108992,DRV_2236,1/10/2023 17:06,1/10/2023 18:57,Uttara Sec 4,Lalmatia,19.42,111,0,1,Moto,Gridlock,5,Card,1,User cancelled,2023,January,Tuesday,17,1/10/2023,FALSE,TRUE,FALSE,FALSE,10.4972973,0,0,Uttara Sec 4 → Lalmatia,1/1/2023 0:00
TRIP_105003,DRV_2122,1/10/2023 22:17,1/10/2023 23:22,Rampura,Uttara Sec 11,19.48,65,0,1,Moto,High,5,Cash,1,User cancelled,2023,January,Tuesday,22,1/10/2023,FALSE,FALSE,FALSE,FALSE,17.98153846,0,0,Rampura → Uttara Sec 11,1/1/2023 0:00
TRIP_100000,DRV_3619,2/15/2023 7:47,2/15/2023 8:17,Lalmatia,Mohammadpur,5.22,30,0,1,Moto,Gridlock,5,Mobile Money,1,User cancelled,2023,February,Wednesday,7,2/15/2023,FALSE,TRUE,FALSE,FALSE,10.44,0,0,Lalmatia → Mohammadpur,2/1/2023 0:00
TRIP_112578,DRV_2222,3/1/2023 16:37,3/1/2023 17:20,Airport,Uttara Sec 11,15.67,43,0,1,Moto,Medium,5,Cash,1,User cancelled,2023,March,Wednesday,16,3/1/2023,FALSE,FALSE,FALSE,FALSE,21.86511628,0,0,Airport → Uttara Sec 11,3/1/2023 0:00
TRIP_112518,DRV_4614,4/7/2023 17:25,4/7/2023 18:22,Mirpur 12,Mohammadpur,21.13,57,0,1,Moto,Medium,5,Mobile Money,1,User cancelled,2023,April,Friday,17,4/7/2023,TRUE,TRUE,FALSE,FALSE,22.24210526,0,0,Mirpur 12 → Mohammadpur,4/1/2023 0:00
TRIP_113231,DRV_4789,4/14/2023 15:46,4/14/2023 16:04,Banani,Lalmatia,10.81,18,0,1,Moto,Low,5,Mobile Money,1,User cancelled,2023,April,Friday,15,4/14/2023,TRUE,FALSE,FALSE,FALSE,36.03333333,0,0,Banani → Lalmatia,4/1/2023 0:00
TRIP_110475,DRV_3813,4/17/2023 11:29,4/17/2023 11:42,Malibagh,Mirpur DOHS,7.75,13,0,1,Moto,Low,5,Card,1,User cancelled,2023,April,Monday,11,4/17/2023,FALSE,FALSE,FALSE,FALSE,35.76923077,0,0,Malibagh → Mirpur DOHS,4/1/2023 0:00
TRIP_104718,DRV_4566,4/17/2023 17:41,4/17/2023 18:42,Farmgate,Eskaton,10.74,61,0,1,Moto,Gridlock,5,Wallet,1,User cancelled,2023,April,Monday,17,4/17/2023,FALSE,TRUE,FALSE,FALSE,10.56393443,0,0,Farmgate → Eskaton,4/1/2023 0:00
TRIP_107318,DRV_1164,4/24/2023 7:24,4/24/2023 7:50,Baridhara,Dhanmondi 27,9.6,26,0,1,Moto,Medium,5,Mobile Money,1,User cancelled,2023,April,Monday,7,4/24/2023,FALSE,TRUE,FALSE,FALSE,22.15384615,0,0,Baridhara → Dhanmondi 27,4/1/2023 0:00
TRIP_108881,DRV_4579,4/24/2023 15:23,4/24/2023 16:14,Bashundhara R/A,Gulshan 2,18.82,51,0,1,Moto,Medium,5,Mobile Money,1,User cancelled,2023,April,Monday,15,4/24/2023,FALSE,FALSE,FALSE,FALSE,22.14117647,0,0,Bashundhara R/A → Gulshan 2,4/1/2023 0:00
TRIP_101430,DRV_2176,5/5/2023 16:58,5/5/2023 17:40,Airport,Banani,7.33,42,0,1,Moto,Gridlock,5,Cash,1,User cancelled,2023,May,Friday,16,5/5/2023,TRUE,FALSE,FALSE,FALSE,10.47142857,0,0,Airport → Banani,5/1/2023 0:00
TRIP_112708,DRV_3342,5/7/2023 22:55,5/7/2023 23:44,Bashundhara R/A,Eskaton,14.46,49,0,1,Moto,High,5,Mobile Money,1,User cancelled,2023,May,Sunday,22,5/7/2023,FALSE,FALSE,FALSE,FALSE,17.70612245,0,0,Bashundhara R/A → Eskaton,5/1/2023 0:00
TRIP_109721,DRV_1239,5/12/2023 6:40,5/12/2023 7:02,Farmgate,Khilgaon,6.53,22,0,1,Moto,High,5,Mobile Money,1,User cancelled,2023,May,Friday,6,5/12/2023,TRUE,FALSE,FALSE,FALSE,17.80909091,0,0,Farmgate → Khilgaon,5/1/2023 0:00
TRIP_112129,DRV_2890,5/13/2023 21:08,5/13/2023 21:51,Eskaton,Moghbazar,15.98,43,0,1,Moto,Medium,5,Cash,1,User cancelled,2023,May,Saturday,21,5/13/2023,TRUE,TRUE,FALSE,FALSE,22.29767442,0,0,Eskaton → Moghbazar,5/1/2023 0:00
TRIP_113720,DRV_3366,5/14/2023 22:00,5/14/2023 22:19,Eskaton,Lalmatia,5.67,19,0,1,Moto,High,5,Cash,1,User cancelled,2023,May,Sunday,22,5/14/2023,FALSE,FALSE,FALSE,FALSE,17.90526316,0,0,Eskaton → Lalmatia,5/1/2023 0:00
TRIP_102573,DRV_4604,5/25/2023 14:49,5/25/2023 15:16,Bashundhara R/A,Mohakhali,16.75,27,0,1,Moto,Low,5,Card,1,User cancelled,2023,May,Thursday,14,5/25/2023,FALSE,FALSE,FALSE,FALSE,37.22222222,0,0,Bashundhara R/A → Mohakhali,5/1/2023 0:00
TRIP_110316,DRV_3237,5/27/2023 20:14,5/27/2023 21:05,Farmgate,Malibagh,15.12,51,0,1,Moto,High,5,Cash,1,User cancelled,2023,May,Saturday,20,5/27/2023,TRUE,TRUE,FALSE,FALSE,17.78823529,0,0,Farmgate → Malibagh,5/1/2023 0:00
TRIP_107191,DRV_3276,6/3/2023 16:46,6/3/2023 17:36,Dhanmondi 32,Gulshan 2,14.22,50,0,1,Moto,Medium,5,Mobile Money,1,User cancelled,2023,June,Saturday,16,6/3/2023,TRUE,FALSE,TRUE,FALSE,17.064,0,0,Dhanmondi 32 → Gulshan 2,6/1/2023 0:00
TRIP_109463,DRV_4757,6/4/2023 19:28,6/4/2023 20:35,Moghbazar,Bashundhara R/A,15.46,67,0,1,Moto,High,5,Mobile Money,1,User cancelled,2023,June,Sunday,19,6/4/2023,FALSE,TRUE,TRUE,FALSE,13.84477612,0,0,Moghbazar → Bashundhara R/A,6/1/2023 0:00
TRIP_105234,DRV_1237,6/20/2023 12:39,6/20/2023 13:59,Mirpur 10,Lalmatia,18.54,80,0,1,Moto,High,5,Card,1,User cancelled,2023,June,Tuesday,12,6/20/2023,FALSE,FALSE,TRUE,FALSE,13.905,0,0,Mirpur 10 → Lalmatia,6/1/2023 0:00
TRIP_102269,DRV_3010,6/27/2023 18:12,6/27/2023 19:22,Tejgaon,Moghbazar,16.24,70,0,1,Moto,High,5,Mobile Money,1,User cancelled,2023,June,Tuesday,18,6/27/2023,FALSE,TRUE,TRUE,FALSE,13.92,0,0,Tejgaon → Moghbazar,6/1/2023 0:00
TRIP_103039,DRV_2434,7/3/2023 18:01,7/3/2023 19:24,Banani,Gulshan 2,11.28,83,0,1,Moto,Gridlock,5,Cash,1,User cancelled,2023,July,Monday,18,7/3/2023,FALSE,TRUE,TRUE,FALSE,8.154216867,0,0,Banani → Gulshan 2,7/1/2023 0:00
TRIP_111165,DRV_2494,7/17/2023 22:34,7/17/2023 22:56,Lalmatia,Rampura,10.47,22,0,1,Moto,Low,5,Mobile Money,1,User cancelled,2023,July,Monday,22,7/17/2023,FALSE,FALSE,TRUE,FALSE,28.55454545,0,0,Lalmatia → Rampura,7/1/2023 0:00
TRIP_107233,DRV_3885,7/26/2023 10:37,7/26/2023 10:51,Mirpur 12,Moghbazar,6.82,14,0,1,Moto,Low,5,Card,1,User cancelled,2023,July,Wednesday,10,7/26/2023,FALSE,FALSE,TRUE,FALSE,29.22857143,0,0,Mirpur 12 → Moghbazar,7/1/2023 0:00
TRIP_106113,DRV_4477,7/27/2023 21:08,7/27/2023 22:39,Uttara Sec 4,Malibagh,21.1,91,0,1,Moto,High,5,Mobile Money,1,User cancelled,2023,July,Thursday,21,7/27/2023,FALSE,TRUE,TRUE,FALSE,13.91208791,0,0,Uttara Sec 4 → Malibagh,7/1/2023 0:00
TRIP_112878,DRV_1185,7/28/2023 7:12,7/28/2023 7:34,Eskaton,Badda Link Road,10.43,22,0,1,Moto,Low,5,Cash,1,User cancelled,2023,July,Friday,7,7/28/2023,TRUE,TRUE,TRUE,FALSE,28.44545455,0,0,Eskaton → Badda Link Road,7/1/2023 0:00
TRIP_104284,DRV_4186,8/3/2023 19:38,8/3/2023 20:57,Mirpur 10,Moghbazar,18.23,79,0,1,Moto,High,5,Mobile Money,1,User cancelled,2023,August,Thursday,19,8/3/2023,FALSE,TRUE,TRUE,FALSE,13.84556962,0,0,Mirpur 10 → Moghbazar,8/1/2023 0:00
TRIP_105663,DRV_4738,8/28/2023 19:26,8/28/2023 20:09,Khilgaon,Dhanmondi 27,10.03,43,0,1,Moto,High,5,Cash,1,User cancelled,2023,August,Monday,19,8/28/2023,FALSE,TRUE,TRUE,FALSE,13.99534884,0,0,Khilgaon → Dhanmondi 27,8/1/2023 0:00
TRIP_104799,DRV_2890,10/24/2023 9:39,10/24/2023 11:33,Uttara Sec 4,Airport,19.99,114,0,1,Moto,Gridlock,5,Mobile Money,1,User cancelled,2023,October,Tuesday,9,10/24/2023,FALSE,TRUE,FALSE,FALSE,10.52105263,0,0,Uttara Sec 4 → Airport,10/1/2023 0:00
TRIP_113313,DRV_4632,10/26/2023 20:46,10/26/2023 21:20,Baridhara,Moghbazar,10.1,34,0,1,Moto,High,5,Cash,1,User cancelled,2023,October,Thursday,20,10/26/2023,FALSE,TRUE,FALSE,FALSE,17.82352941,0,0,Baridhara → Moghbazar,10/1/2023 0:00
TRIP_105559,DRV_2068,10/29/2023 2:13,10/29/2023 2:38,Lalmatia,Malibagh,7.5,25,0,1,Moto,High,5,Card,1,User cancelled,2023,October,Sunday,2,10/29/2023,FALSE,FALSE,FALSE,FALSE,18,0,0,Lalmatia → Malibagh,10/1/2023 0:00
TRIP_109348,DRV_3176,11/11/2023 1:43,11/11/2023 1:54,Rampura,Banani,6.6,11,0,1,Moto,Low,5,Cash,1,User cancelled,2023,November,Saturday,1,11/11/2023,TRUE,FALSE,FALSE,FALSE,36,0,0,Rampura → Banani,11/1/2023 0:00
TRIP_104255,DRV_1314,11/18/2023 12:37,11/18/2023 13:11,Lalmatia,Mohakhali,12.54,34,0,1,Moto,Medium,5,Cash,1,User cancelled,2023,November,Saturday,12,11/18/2023,TRUE,FALSE,FALSE,FALSE,22.12941176,0,0,Lalmatia → Mohakhali,11/1/2023 0:00
TRIP_101475,DRV_4499,11/28/2023 4:04,11/28/2023 4:53,Uttara Sec 4,Rampura,14.64,49,0,1,Moto,High,5,Mobile Money,1,User cancelled,2023,November,Tuesday,4,11/28/2023,FALSE,FALSE,FALSE,FALSE,17.92653061,0,0,Uttara Sec 4 → Rampura,11/1/2023 0:00
TRIP_103085,DRV_4113,12/12/2023 7:59,12/12/2023 9:38,Mohakhali,Eskaton,17.39,99,0,1,Moto,Gridlock,5,Card,1,User cancelled,2023,December,Tuesday,7,12/12/2023,FALSE,TRUE,FALSE,FALSE,10.53939394,0,0,Mohakhali → Eskaton,12/1/2023 0:00
TRIP_102587,DRV_3434,12/15/2023 8:08,12/15/2023 9:52,Uttara Sec 4,Malibagh,18.25,104,0,1,Moto,Gridlock,5,Mobile Money,1,User cancelled,2023,December,Friday,8,12/15/2023,TRUE,TRUE,FALSE,FALSE,10.52884615,0,0,Uttara Sec 4 → Malibagh,12/1/2023 0:00
TRIP_105995,DRV_2701,12/17/2023 16:08,12/17/2023 17:04,Mohammadpur,Gulshan 1,20.74,56,0,1,Moto,Medium,5,Cash,1,User cancelled,2023,December,Sunday,16,12/17/2023,FALSE,FALSE,FALSE,FALSE,22.22142857,0,0,Mohammadpur → Gulshan 1,12/1/2023 0:00
TRIP_101625,DRV_3915,12/23/2023 17:59,12/23/2023 18:02,Dhanmondi 32,Dhanmondi 27,2.14,3,0,1,Moto,Low,5,Cash,1,User cancelled,2023,December,Saturday,17,12/23/2023,TRUE,TRUE,FALSE,FALSE,42.8,0,0,Dhanmondi 32 → Dhanmondi 27,12/1/2023 0:00
TRIP_105236,DRV_1273,12/25/2023 7:58,12/25/2023 8:58,Baridhara,Gulshan 1,17.88,60,0,1,Moto,High,5,Cash,1,User cancelled,2023,December,Monday,7,12/25/2023,FALSE,TRUE,FALSE,FALSE,17.88,0,0,Baridhara → Gulshan 1,12/1/2023 0:00
TRIP_105866,DRV_2710,2/11/2024 17:32,2/11/2024 18:23,Malibagh,Tejgaon,17.72,51,0,1,Moto,Medium,5,Mobile Money,1,User cancelled,2024,February,Sunday,17,2/11/2024,FALSE,TRUE,FALSE,FALSE,20.84705882,0,0,Malibagh → Tejgaon,2/1/2024 0:00
TRIP_107978,DRV_4803,2/11/2024 18:37,2/11/2024 19:38,Badda Link Road,Gulshan 1,17.37,61,0,1,Moto,High,5,Mobile Money,1,User cancelled,2024,February,Sunday,18,2/11/2024,FALSE,TRUE,FALSE,FALSE,17.0852459,0,0,Badda Link Road → Gulshan 1,2/1/2024 0:00
